DAUID,Population Density per Square Kilometer
35210125,11686.3
35210130,2900.8
35210131,2006.8
35210132,4739
35210133,6120.7
35210145,2715.5
35210146,1844.9
35210147,1728.8
35210148,5697.4
35210151,2591.4
35210152,8383.8
35210153,3625.9
35210154,5008.4
35210155,5541.9
35210156,4883.2
35210157,6086.3
35210158,3765.6
35210159,5891.9
35210160,5606.1
35210161,5145.5
35210162,8180.2
35210163,9157.9
35210164,6163.4
35210165,8142.3
35210166,3769.8
35210167,6547
35210168,2906.1
35210169,4046.1
35210170,5626.2
35210171,4404.7
35210172,5313.9
35210173,6795.7
35210174,4235.1
35210175,4668.4
35210176,2186.5
35210177,5069.5
35210178,4500.5
35210179,4278.2
35210180,3871.2
35210181,2997.9
35210182,5853.8
35210183,2642.9
35210186,3646.8
35210187,2781.4
35210188,2259.6
35210189,7204.3
35210190,6774.2
35210191,3106.3
35210192,4244.6
35210193,2692
35210194,4432.4
35210195,2789
35210198,4503.1
35210199,5988.4
35210204,6614.8
35210205,4756.9
35210206,7788.2
35210207,3411.5
35210208,5065
35210209,9940.6
35210210,10558.8
35210211,4405.7
35210212,9379.7
35210213,5315.6
35210214,8252.3
35210215,7962.5
35210216,7710.3
35210217,9705.5
35210218,5503.4
35210219,6515.2
35210220,8161.2
35210221,5994.9
35210222,4498.6
35210223,5579.7
35210224,2269.9
35210225,8762.2
35210226,1949.5
35210227,3601.2
35210228,5467
35210229,1061.9
35210231,2500.8
35210233,7953.7
35210234,7923.9
35210239,690.4
35210240,5292.9
35210241,5272
35210242,1065.4
35210243,1695.4
35210244,1533.2
35210245,4585.1
35210246,5461.8
35210247,3564.1
35210248,3945.3
35210249,4364.5
35210252,6228.7
35210253,5750.9
35210255,5769.2
35210256,824.9
35210261,174.1
35210262,2216.5
35210263,7678.8
35210264,6575.2
35210265,4711.9
35210266,5206.4
35210267,2840.2
35210268,5944.1
35210269,6867.5
35210270,7510
35210271,5664.3
35210272,6513.8
35210273,5958.1
35210274,7452.5
35210275,7296.7
35210276,2432.9
35210277,7166.7
35210278,5400.9
35210279,3541.6
35210280,5844.7
35210281,5423.1
35210282,4276.5
35210293,2058.6
35210294,5238.1
35210295,2740.2
35210296,5748.6
35210298,2673.3
35210299,2491.4
35210300,5060.2
35210301,3010.3
35210302,6713.3
35210303,5877.2
35210304,3200.7
35210305,3957.4
35210306,3076.9
35210307,3015.2
35210308,3348.1
35210309,3015
35210310,1795
35210311,3644.6
35210312,3414.3
35210313,4540
35210314,4791.9
35210315,2312.6
35210316,5805.4
35210317,5230.1
35210318,1849.4
35210319,4908
35210320,1882
35210321,4530.2
35210322,1555.6
35210323,4586.5
35210324,5158
35210326,3008.6
35210327,2420.1
35210328,4787.1
35210329,5417.7
35210330,3864.9
35210331,12709.3
35210332,2811.1
35210333,11153.2
35210334,3597.6
35210335,3155.9
35210338,20286.3
35210345,512.5
35210346,2166.9
35210347,1700
35210348,2032.1
35210349,2805.5
35210350,1396.1
35210351,541
35210352,2049.9
35210353,1232
35210354,2632
35210355,3023.1
35210356,2129.2
35210357,4027.4
35210358,1120.2
35210359,1815.6
35210360,2841.3
35210361,2742.4
35210362,2079.5
35210363,2246.2
35210364,3158.5
35210365,4196.3
35210368,3281.4
35210369,1738.8
35210370,2842.3
35210371,4318.2
35210372,5718.1
35210373,2485.4
35210374,8671.6
35210375,17205.4
35210376,28639.5
35210377,11322.8
35210378,21908.7
35210379,20643.3
35210380,8268.7
35210381,3776.3
35210384,697.6
35210385,3804.6
35210386,3582.9
35210387,5059.8
35210388,2164.3
35210389,7259.6
35210390,6551.7
35210391,6973
35210392,3395.9
35210393,3328.4
35210394,2207.2
35210395,1764.3
35210396,2431.4
35210397,7450.1
35210398,6867.3
35210399,1117.3
35210400,1586.4
35210401,799.5
35210402,1978.6
35210403,2269.5
35210404,1824.3
35210405,2557.4
35210406,1583.4
35210407,3231.3
35210408,1963.6
35210409,3109.1
35210410,4346.6
35210411,1981.5
35210412,5026.1
35210413,7248.2
35210414,7597.5
35210415,10080.5
35210416,6084.9
35210417,3152.4
35210418,2561.5
35210419,1282.3
35210420,52.4
35210421,1357.7
35210424,5122
35210425,7247
35210426,3742.6
35210427,4539.8
35210428,4467.9
35210429,3349.4
35210430,3194.6
35210431,4926
35210432,5830.4
35210434,3597.8
35210435,2591.3
35210436,1189
35210437,4648.5
35210438,368.7
35210439,5591.6
35210440,3006.4
35210441,6273.1
35210442,2953.7
35210443,3486.5
35210444,2183.8
35210445,2986
35210446,3122.3
35210448,2961
35210449,3436.5
35210450,2634.9
35210451,2374.7
35210452,2287.9
35210456,4524.2
35210457,1775.7
35210458,4714.9
35210459,4636.6
35210462,14065.4
35210465,3001.9
35210467,3980.8
35210468,1174.7
35210473,10400.4
35210474,5394.2
35210475,9961.8
35210479,4177.8
35210480,4402.5
35210481,4177.9
35210482,2565.9
35210483,3247
35210486,2302.8
35210487,3118.4
35210488,4307.6
35210489,5033.1
35210490,1868.4
35210491,4977.3
35210492,11478.5
35210493,7079.4
35210494,2873.9
35210495,6192.7
35210496,5624
35210497,5498.8
35210498,6553.5
35210501,5202.8
35210502,4926.7
35210503,5460
35210504,260
35210505,918.1
35210506,6671.4
35210507,3403.8
35210508,4262.3
35210509,5117
35210510,6230.5
35210511,3509.2
35210512,4756.9
35210513,882.8
35210514,4547.1
35210515,4142.6
35210516,3330.4
35210517,2419.7
35210520,4940.5
35210521,2409.1
35210522,3656.1
35210526,5653.2
35210528,6370.2
35210530,5573.1
35210531,4821.2
35210532,6305.4
35210533,7640.9
35210536,2750.2
35210537,7101.4
35210539,6784.3
35210542,4938
35210543,6440.9
35210545,6642
35210547,5462.4
35210550,9653.1
35210551,4952.6
35210552,8463.9
35210553,4296.6
35210554,4239.8
35210555,2944.8
35210556,5625
35210557,6324
35210558,7570.1
35210559,8148.5
35210561,6772.5
35210564,4565.3
35210565,9729
35210566,7534.8
35210567,2280.7
35210569,5719
35210570,5586
35210571,2685.8
35210572,4654.1
35210573,3856.6
35210574,5652.6
35210575,4200.7
35210576,5509.8
35210577,5699.1
35210578,5300.8
35210579,5198.8
35210580,6131.3
35210583,6683.9
35210584,6004.4
35210585,4806.2
35210587,5813.3
35210588,8089.2
35210589,3889.7
35210590,3140.5
35210591,3682.1
35210592,3963.8
35210593,1566
35210598,5042.5
35210601,8333.3
35210602,6187.8
35210603,3389.7
35210604,4917.6
35210605,11405.6
35210606,4805.2
35210607,1431.4
35210609,69.6
35210610,1361.2
35210611,2021.6
35210612,1430.5
35210613,1984.1
35210614,3389.5
35210615,2534.6
35210616,2980
35210617,4281.9
35210618,2048
35210621,2775.8
35210625,2920
35210626,1461.9
35210632,6248.5
35210633,3766.1
35210634,3924.9
35210635,1633.2
35210638,7761.2
35210639,5910.7
35210640,1580.7
35210641,921.5
35210642,2560.5
35210644,1367.6
35210645,701.7
35210646,1224.1
35210647,3577.8
35210651,5408.4
35210652,3349.7
35210653,6576.6
35210655,5243.7
35210656,5575.3
35210657,12217.6
35210659,6230.4
35210660,2817.1
35210661,4405
35210662,2397
35210663,5672.1
35210664,6199.4
35210665,4613.5
35210666,3278.4
35210667,4965.6
35210668,6376.3
35210669,6189.5
35210672,1323
35210673,6577.4
35210674,5568.1
35210675,6373
35210676,4863.5
35210679,11182.9
35210680,7343.4
35210681,8829.6
35210682,2785.3
35210683,4680.3
35210685,5843.9
35210686,4042.6
35210689,1168.9
35210690,4618.6
35210691,5711.2
35210692,7687.2
35210693,4068.3
35210694,6917.6
35210695,5638.9
35210696,4339
35210697,3935.3
35210698,6535.4
35210699,2649.8
35210700,4497.9
35210701,1955.6
35210703,4207.5
35210704,6371.7
35210705,1567.9
35210706,3537.7
35210707,614.2
35210708,6696.3
35210709,4725.1
35210710,2368.5
35210711,9598.5
35210714,13023.3
35210715,9071.7
35210716,3316
35210717,3199.1
35210718,1674.1
35210719,2854.4
35210720,3529.2
35210721,1219.7
35210722,287.7
35210723,2390.7
35210724,1012.4
35210725,1400.7
35210726,1310.6
35210727,466.1
35210730,1343.4
35210732,1464.1
35210733,2474.3
35210734,12970.1
35210735,5751.1
35210736,3217.7
35210737,2816.6
35210738,3464.3
35210739,1926.1
35210740,1882.4
35210741,1941
35210742,3293.2
35210743,1305.7
35210747,1092.8
35210748,1187.7
35210749,1351.2
35210750,1470.2
35210751,1888.6
35210752,1157.5
35210753,2186.7
35210754,1772.4
35210755,2580.4
35210756,9793.2
35210757,1967.4
35210758,1294.6
35210759,1324.9
35210764,1037.5
35210766,20028.1
35210772,16803.7
35210773,1494.2
35210774,2019.7
35210775,2236.3
35210776,1834.6
35210777,2145.8
35210778,458.8
35210779,3635.6
35210781,3197.9
35210782,5578
35210783,4865.7
35210784,3489.9
35210785,4096.4
35210786,3216.8
35210787,3282.3
35210788,3612.5
35210789,10118
35210790,348.2
35210791,2541.7
35210792,2025.4
35210793,1299
35210794,3821.9
35210795,4379.4
35210796,3686.2
35210797,5667.5
35210798,3159.5
35210799,3060.2
35210800,3472.8
35210801,3092.8
35210802,5701.5
35210803,1344.6
35210804,2575.4
35210806,3429.2
35210807,2584.9
35210808,3246.2
35210809,5773.7
35210811,6518.6
35210812,3402.7
35210815,5121.6
35210816,15711
35210826,14341.1
35210827,3227
35210828,6133.1
35210829,5429.8
35210830,3520
35210831,2737.5
35210832,5467.6
35210833,2699.1
35210834,5157.3
35210835,2454.7
35210836,2863.9
35210837,6205.7
35210838,3092.8
35210839,592.5
35210840,1001.3
35210841,1159
35210842,3570.4
35210843,5073.2
35210844,6255.8
35210845,1744.1
35210846,6449.7
35210847,3190
35210848,8080.8
35210849,5190.1
35210850,10147.3
35210851,10246.8
35210852,16367.2
35210855,9248.3
35210862,25233.1
35210876,24587
35210878,5519.5
35210886,4661.7
35210887,7649.9
35210889,3998
35210890,8185.1
35210891,7613
35210896,391
35210897,4439.2
35210898,5872.1
35210899,5954.5
35210900,8243.8
35210901,9393.1
35210902,2045.1
35210903,6647.3
35210905,5768.2
35210906,6543.8
35210908,6950.8
35210910,6507.4
35210911,4933.3
35210912,5953.7
35210913,7168.6
35210914,6717.4
35210922,8208.3
35210923,4316.7
35210926,1317.6
35210927,3027.5
35210928,3070.4
35210929,1400.8
35210930,3390
35210931,1130.5
35210932,516.7
35210933,1211.1
35210934,5889
35210935,6512.8
35210936,5447.1
35210937,4564.1
35210938,4507.6
35210939,4546.8
35210940,3511.7
35210941,3936.7
35210942,4270.1
35210943,3247.4
35210944,4018.6
35210945,4246.7
35210946,2102.3
35210947,6686.3
35210948,7085
35210949,321
35210951,3439.3
35210952,2967.2
35210953,2478.8
35210954,2594
35210955,2736.5
35210956,2224.9
35210957,10446.2
35210958,2644.9
35210959,9733.7
35210961,6579.9
35210964,332.1
35210967,3211.5
35210970,4256.3
35210972,5906.2
35210973,2819.5
35210974,6940.9
35210975,9397.4
35210976,27212.8
35210977,9701.9
35210981,6235.1
35210984,2960
35210985,2188.2
35210989,5070.5
35210993,3459.3
35210996,2546.5
35210997,4368.6
35210998,4652.5
35210999,4299.8
35211000,4200.2
35211001,5420.1
35211003,3166.3
35211005,2399.6
35211006,6989.8
35211007,4400.6
35211008,2741
35211009,5578.2
35211010,3896.5
35211011,3272.9
35211013,4906.8
35211014,5146.5
35211016,1213.6
35211017,6632.8
35211018,5000
35211019,4521.7
35211021,6694.6
35211022,3907
35211023,4214
35211024,11418.3
35211025,2740.4
35211031,5872.4
35211033,11946.3
35211034,15009.5
35211035,5746.5
35211036,30638.3
35211037,5175.4
35211038,5827.6
35211039,2676.8
35211044,400.7
35211046,8364.8
35211052,3628.1
35211053,3030.7
35211054,5000
35211055,3668.5
35211056,7647.1
35211057,2699.7
35211058,4125.2
35211059,3919.6
35211060,2201.1
35211061,7010
35211065,8724
35211066,5944.6
35211067,5916
35211068,5166
35211069,2979
35211070,5272.9
35211071,5512.5
35211072,5228.9
35211073,7124.5
35211074,5086.7
35211077,12937.3
35211078,11764.7
35211079,9072
35211080,6054.3
35211081,3974.2
35211082,6059.4
35211083,5806.5
35211084,11630.3
35211085,6729.9
35211086,6934.2
35211087,10270.3
35211088,3176
35211089,9286.9
35211090,6877.8
35211091,6260.4
35211092,4557.2
35211093,6533.6
35211094,4672
35211095,5940.4
35211096,5458.3
35211097,4716.7
35211098,3263.2
35211099,5820.5
35211102,4581.9
35211103,7801.2
35211104,6181.5
35211105,3350.5
35211106,7317.9
35211107,3513.5
35211108,4711.8
35211109,6495
35211110,5471.7
35211111,5360.3
35211112,6799.1
35211113,5760.4
35211114,5684.2
35211120,5261.1
35211121,2814
35211122,3332
35211123,4045.2
35211124,5781.5
35211125,6739.5
35211126,5518.7
35211127,4396.5
35211128,3318.5
35211130,3602.9
35211131,2189.5
35211132,3016.7
35211133,4315.6
35211134,5734.2
35211135,3433
35211136,4322.2
35211137,4193.5
35211138,10782.3
35211140,11227.4
35211141,7265.5
35211142,4624.4
35211143,4374.4
35211144,7963.9
35211145,3545
35211146,4550.7
35211147,3585.7
35211148,4578.2
35211149,5929.1
35211150,3257.7
35211151,4210.3
35211152,2593.9
35211155,5813.3
35211156,4553
35211158,6488.7
35211159,2464.8
35211160,4709
35211162,4472.3
35211170,7509.1
35211174,7591.1
35211176,3827
35211177,4818.2
35211179,3282.9
35211180,6992.5
35211181,4314.6
35211182,5338.5
35211183,3997
35211196,70.9
35211205,2145.6
35211206,2271.9
35211207,2775.2
35211209,1763
35211210,2044.9
35211211,1525.7
35211215,2775.9
35211216,3343
35211218,35
35211221,35.1
35211222,42.9
35211223,39.1
35211224,25.8
35211227,3454.8
35211228,2947
35211229,1955.5
35211230,849.5
35211231,2428.4
35211232,1209
35211242,1814.9
35211243,6598.5
35211244,9160.7
35211245,3191
35211246,5259.3
35211248,7203.9
35211249,2994
35211250,2461.2
35211251,54.4
35211253,3846.5
35211254,3849.4
35211255,4172.3
35211256,3744.1
35211257,11414.5
35211258,2876.4
35211259,198.3
35211262,5601.7
35211263,3938.6
35211264,2819.8
35211265,2668.1
35211266,4423.5
35211267,2088
35211268,3952.2
35211269,2695.7
35211270,8434
35211271,1750.5
35211272,3013.4
35211273,16934.7
35211274,8014.2
35211275,3798.4
35211276,6276.8
35211277,8194.4
35211278,2829.9
35211281,3459.4
35211282,5232.7
35211283,4245.2
35211284,9962.5
35211285,6573
35211286,3542.3
35211287,2320.4
35211288,4826.4
35211289,2912.7
35211290,1503
35211291,7597
35211292,3892.8
35211293,5631.9
35211294,2529
35211297,2778.2
35211310,2596.3
35211312,6666.7
35211313,11333.9
35211316,6492.8
35211317,7807
35211318,6115.9
35211319,7086.7
35211320,9884.3
35211321,6531
35211322,4819.3
35211323,6918
35211324,4948.3
35211325,5885.3
35211336,2733.6
35211337,4184
35211338,5058.8
35211339,3129.8
35211349,7105.9
35211350,2943.5
35211351,6354.5
35211352,5165.5
35211353,4682.3
35211354,3949.4
35211355,4194.7
35211356,3013
35211357,3354.5
35211358,4566.1
35211359,4086.7
35211362,4175.9
35211363,8311
35211364,7219.7
35211365,5969.9
35211366,4590
35211367,2328.8
35211369,3636
35211370,7449.5
35211371,3773.4
35211375,6810.9
35211376,5801.9
35211386,116.6
35211394,7915.7
35211397,548.4
35211399,6513.1
35211403,2136.7
35211405,28659.9
35211407,3715.2
35211415,5480.2
35211416,3824.2
35211417,7573.4
35211419,17386.2
35211421,7576.2
35211422,5919.1
35211425,1830.4
35211426,7112.2
35211428,1510.6
35211430,6242.6
35211432,11541
35211439,8240.3
35211440,5035.9
35211442,12412.4
35211443,12984.5
35211444,1335.6
35211446,4285.7
35211447,19475.6
35211448,3307.4
35211454,16034.8
35211455,4788.3
35211459,7462.3
35211464,8746.6
35211465,4289.1
35211466,12545.3
35211471,2858.2
35211472,1060.4
35211473,3521.7
35211474,9025.5
35211475,3348.8
35211476,14469.5
35211477,3090.8
35211478,1637.4
35211479,5000
35211480,4349.3
35211481,2706.4
35211482,2250.3
35211484,6635.4
35211485,4329.6
35211486,1985.9
35211487,1436.8
35211488,5379.6
35211489,4066.3
35211490,3820.8
35211491,1971.6
35211492,3028.1
35211493,4355.8
35211496,6791
35211497,6043.1
35211498,2050.6
35211499,11469.1
35211501,5663.3
35211502,5568.6
35211505,5985.7
35211506,4597.1
35211507,4077
35211508,6207.6
35211509,4845.3
35211510,6981
35211511,5310.7
35211513,3194.2
35211514,7712.7
35211515,8621.8
35211516,1124.2
35211517,10337.8
35211518,7321.4
35211519,7322.5
35211520,2353.3
35211521,2960.7
35211522,5928.5
35211523,5726.3
35211524,6709.8
35211525,5903.5
35211526,3236.2
35211527,10397.1
35211528,5319.6
35211529,13793.1
35211530,8581.4
35211531,7303.5
35211532,5741.3
35211533,6804
35211534,5663.6
35211535,8419.9
35211536,8420
35211537,3295.8
35211538,12151.9
35211539,1236.2
35211540,3323.4
35211542,3512.8
35211543,3079.1
35211544,4728.7
35211545,1364.4
35211546,12611.3
35211547,9230.8
35211548,2916.4
35211549,11359
35211550,11609.6
35211551,3610.6
35211552,3449.9
35211553,3003.6
35211554,10804.7
35211555,2150.6
35211556,7384.3
35211557,7827.2
35211558,4346.9
35211559,4252.3
35211561,201.5
35211565,1716.5
35211566,20586.1
35211567,3368.2
35211568,5957.4
35211569,3611.6
35211570,10846.6
35211571,9917.4
35211572,7576.8
35211573,7799.6
35211574,2775.9
35211575,1356.5
35211576,2835.7
35211577,3894.1
35211578,5917
35211579,3593.6
35211581,6593.8
35211582,7678.7
35211583,5759.6
35211584,5578.8
35211585,5626.5
35211586,7438
35211587,4881.5
35211588,10341.5
35211590,6666.7
35211591,5857.6
35211592,9146.6
35211593,5463.2
35211597,12246
35211598,3774.2
35211599,3296.2
35211600,4546.7
35211601,3625.2
35211602,18.7
35211603,54.4
35211604,19.9
35211605,86.1
35211606,99.3
35211607,49
35211608,65.2
35211609,94.6
35211611,103.2
35211612,1021.7
35211613,562.9
35211614,157.5
35211615,24.7
35211616,20.2
35211617,111.5
35211618,130.3
35211619,121.9
35211620,17.9
35211621,296.9
35211622,22.3
35211623,39.3
35211624,28
35211626,45.4
35211627,23.7
35211628,173
35211629,34.4
35211630,94.6
35211631,49.1
35211632,28.2
35211633,691
35211634,2505.8
35211635,3801.5
35211636,4237.9
35211637,4450.4
35211638,4355
35211639,2832.1
35211640,5652.6
35211641,4829.7
35211642,1278.2
35211643,4851.6
35211644,4312.3
35211645,2561.2
35211646,1594.6
35211647,2055.3
35211648,35
35211652,410.5
35211656,8199.7
35211657,7671
35211658,8272.1
35211661,8944.3
35211663,3237
35211664,4149.1
35211665,6167.7
35211666,10841.1
35211667,1992.5
35211668,8681.5
35211669,5868.6
35211670,8947.4
35211672,8827.7
35211673,9500.8
35211675,8252.9
35211676,9019.9
35211677,6356
35211678,9216.7
35211679,8304.6
35211680,10287.4
35211681,2833.8
35211682,8229.2
35211683,8851.9
35211684,7553.3
35211685,6274.6
35211686,9552.5
35211687,6396.6
35211693,7925.4
35211695,7862.8
35211696,11.7
35211697,239
35211698,87.8
35211699,9839.7
35211702,106.6
35211704,6675.3
35211705,8186.2
35211706,1967.5
35211707,1351.9
35211708,5237.5
35211711,6118.9
35211712,5061.5
35211713,9549.4
35211714,7077.8
35211715,7729.9
35211718,5300.5
35211719,7863.6
35211720,5403
35211721,7620.5
35211723,7385.3
35211724,7815.3
35211725,6049
35211726,4196.7
35211727,2520.5
35211728,8983.3
35211729,1866.9
35211730,2881.9
35211731,3075.4
35211732,1698.8
35211733,5760.5
35211734,2047
35211735,2307.1
35211737,4710.7
35211738,2590
35211739,2739.4
35211740,1422.4
35211741,6180.7
35211742,128.3
35211743,559.8
35211744,4208.5
35211745,1894
35211746,10221.4
35211747,8081.1
35211748,4260
35211749,5057.8
35211750,9538.1
35211751,6811.5
35211754,8382.1
35211755,6882.4
35211756,9444.4
35211757,8727
35211758,6475.5
35211760,6896.9
35211761,11115.8
35211762,1602.1
35211763,2226.2
35211764,10187.1
35211765,5019
35211766,8158.3
35211767,3053
35211768,8783.2
35211769,3276
35211770,989.4
35211772,9010.8
35211774,6658.5
35211775,6559
35211776,8939
35211777,7104
35211778,5990.3
35211779,6182.9
35211780,1077.7
35211781,7381.8
35211782,5272.9
35211783,5958.3
35211784,2061.9
35211785,3414.5
35211788,2589.9
35211790,8072.4
35211791,9511.8
35211792,5993.4
35211793,5577.6
35211794,5953.4
35211795,5406.2
35211796,10165.6
35211797,4498.7
35211801,7116.2
35211802,9188.4
35211803,9587.1
35211804,6142.6
35211805,5602
35211806,4924.1
35211808,7407.4
35211809,8097.6
35211812,921.2
35211814,5082.3
35211815,11613.8
35211816,1457.7
35211817,10744.5
35211818,7820.7
35211819,7387.3
35211820,9631.3
35211821,6102.2
35211822,5700.2
35211823,9961.6
35211824,4263.2
35211825,9625.8
35211828,28170.1
35211830,24043.1
35211831,9946.7
35211832,2962.5
35211833,4150
35211834,7867.1
35211835,8897.2
35211836,7532.6
35211837,6774
35211838,5699.7
35211839,8179.6
35211840,7687.8
35211841,8486.6
35211842,7485
35211843,4480.7
35211844,2312.9
35211845,6858.1
35211847,289.1
35211848,7094.2
35211849,4457.9
35211850,2459.6
35211851,1428.9
35211852,1892.5
35211853,7872.8
35211854,7599
35211855,9196.8
35211856,2016.4
35211857,9290.4
35211859,8447.3
35211860,3298.9
35211861,7497
35211863,1970.8
35211864,7567.6
35211868,8943.5
35211871,3971.7
35211873,11122.2
35211874,8479.8
35211875,9788.5
35211876,10857.1
35211877,13923.3
35211878,6895.8
35211879,917.5
35211880,9077.4
35211881,4365.6
35211882,10312.8
35211885,5110.4
35211887,9221.3
35211888,9840.1
35211890,6559.3
35211891,10197.2
35211892,5386.6
35211893,9338.7
35211894,6675.5
35211895,5825.9
35211896,6555.4
35211897,5420.2
35211898,10345.3
35211899,9883.9
35211900,10041.2
35211901,1873.7
35211903,5469.7
35211904,7299.1
35211905,5417
35211906,7052.3
35211907,4260.8
35211908,8985.3
35211909,6875
35211910,9543
35211911,3845.9
35211912,8139.9
35211913,3250.3
35211914,7946.4
35211915,6835.3
35211916,7429.7
35211919,8479.4
35211920,6002.7
35211921,7866.4
35211923,9222.5
35211924,10497.1
35211925,4688.3
35211926,11837.3
35211927,5727
35211928,8072
35211930,6916.8
35211931,409.6
35211932,6623.9
35211933,6460.6
35211934,5341.9
35211935,5844.4
35211936,3268.8
35211937,1533
35211938,5817.3
35211939,0
35211940,5015
35211942,5123.3
35211944,7551.3
35211945,8519.2
35211946,18542.2
35211947,2290.4
35211948,3297.8
35211949,10952.7
35211950,4052.7
35211951,7339.3
35211952,2903.6
35211953,7183.1
35211954,8261.9
35211955,9333.3
35211956,7906
35211957,924.1
35211958,7277.4
35211959,6844
35211960,2012.8
35211961,3299.8
35211962,1114.4
35211963,2431.3
35211964,5051.9
35211965,9200.8
35211966,10119.8
35211967,7933.7
35211968,2882.2
35211969,6737.3
35211970,7145.8
35211971,8208.2
35211972,11553.3
35211975,2350.9
35211976,8457.1
35211977,11007.8
35211978,2879.7
35211979,6182.3
35211981,62782
35211983,7045.3
35211984,7184.3
35211985,716.5
35211986,4575.1
35211987,3822.9
35211988,7214.2
35211989,243.3
35211990,10433.1
35211991,814.7
35211993,2750
35211995,3776.1
35211996,2196.2
35211997,7084.7
35211998,9450.1
35211999,11952.2
35212000,10124
35212001,6914.6
35212002,9733.3
35212003,7269.9
35212004,7635.9
35212005,854.2
35212006,3182.2
35212007,15440.4
35212009,12695.7
35212011,3308.9
35212012,2242.6
35212013,5123.3
35212014,4403.5
35212021,8.4
35212022,1745.3
35212023,7539.2
35212024,6844.3
35212025,5131.2
35212026,6639.4
35212027,5960.6
35212028,8166.7
35212029,6865.8
35212030,7237.4
35212031,8846.2
35212032,4408
35212033,9241.5
35212034,8639
35212035,8645.3
35212036,8873.4
35212037,4765.1
35212039,8511
35212040,10083.8
35212041,4826
35212042,8872.8
35212044,4635.9
35212045,6085.5
35212046,4828.8
35212047,4821.9
35212048,5216.8
35212049,3059.5
35212050,2862.8
35212051,2294.4
35212052,3683.7
35212053,2189.5
35212054,5429.9
35212055,7409.4
35212059,7390.3
35212060,8012
35212062,4398.2
35212066,5459
35212069,51022.7
35212070,19876.5
35212071,7500
35212072,3794.6
35212074,6662.2
35212075,6520.7
35212076,64647.9
35212077,5343.1
35212078,3866.4
35212079,11558.3
35212080,6168.1
35212081,591.5
35212082,23653.3
35212083,10538.1
35212084,129166.7
35212085,15476.2
35212086,2881.6
35212087,9338.8
35212088,8553
35212089,4128.7
35212090,4636.1
35212091,2894.8
35212094,7658.3
35212095,2760.4
35212096,7737.1
35212098,3448.6
35212099,2877.5
35212100,8475.2
35212101,11811.3
35212102,3490.1
35212103,1490.7
35212104,0
35212106,481.4
35212107,873.5
35212108,10351.4
35212109,3217.1
35212110,4159.2
35212111,2944.4
35212112,785.5
35212113,5251.6
35212114,7141.5
35212115,6252.5
35212116,9122.8
35212117,8453.7
35212118,1503.4
35212120,696.8
35212121,3443.2
35212122,2122
35212123,4356.7
35212124,5750
35212125,5199.5
35212126,7651.1
35212127,5646
35212128,6111.6
35212129,5925.3
35212132,5168.7
35212133,6205.2
35212135,760.2
35212136,2819.4
35212137,638.5
35212139,4329.7
35212141,10439
35212144,8853
35212146,5741.5
35212147,6797.7
35212148,3526.5
35212155,5286.3
35212156,909.6
35212157,9400.7
35212158,8814.1
35212159,6931.6
35212160,3194.2
35212163,2567.4
35212165,5570.5
35212166,6783.2
35212168,1711.4
35212169,6853
35212170,1102.9
35212174,4653.3
35212175,5422
35212177,2897.8
35212178,516.1
35212180,4963.5
35212182,14.5
35212184,45.9
35212185,1622.6
35212186,490
35212189,1266.6
35212191,268.6
35212192,0.6
35212193,8985.8
35212194,5849.6
35212195,6916.2
35212196,6676.6
35212197,3311
35212198,7968.2
35212199,10024.6
35212200,10062.9
35212201,4905.3
35212202,3865.4
35212203,7595.5
35212204,4799.9
35212205,4593.4
35212206,5324.9
35212207,6855.7
35212208,4431.2
35212209,4371.7
35212211,15069.8
35212212,5103.5
35212213,196984.1
35212214,15476.2
35212215,14521.3
35212216,1770.8
35212217,186521.7
35212218,535833.3
35212219,920000
35212220,5212.8
35212221,8699.7
35212222,4482.7
35212223,8163.8
35212224,5756.2
35212225,6488
35212226,6387.4
35212227,8029.4
35212228,5409.2
35212229,4168.1
35212230,3700.4
35212231,23566.3
35212232,14942.5
35212233,4241.5
35212234,5253.2
35212235,1848.8
35212236,2658.9
35212237,8698.8
35212238,7191.5
35212239,4603.7
35212240,5252.6
35212241,750.2
35212242,8460.3
35212243,9378.6
35212244,4714.5
35212245,7238
35212246,3835.6
35212247,7557.2
35212248,1219.3
35212249,4580.7
35212250,2321.2
35212251,4705
35212252,4697.5
35212253,3388
35212254,13790.8
35212255,2515.5
35212256,743.3
35212257,4063.7
35212258,7729.6
35212259,7109
35212260,2570.7
35212261,4742.4
35212262,5419.6
35212265,330.3
35212266,153
35212267,1858.6
35212268,3596.7
35212269,4644.6
35212270,3720.5
35212271,3492
35212272,4422.6
35212273,152.9
35212274,5607.8
35212275,2092.8
35212276,8083
35212278,6402.8
35212280,7593.3
35212282,0
35212283,6198.8
35212284,15492.3
35212285,22952.3
35212286,8169.2
35212287,6129.5
35212288,423.6
35212289,3454.2
35212290,12176.4
35212291,8833.2
35212292,8112.8
35212293,6474
35212294,2942
35212295,13500.4
35212296,9259.3
35212297,3447.4
35212298,2820.3
35212299,14426.7
35212300,2606.8
35212301,9597.9
35212302,312441.9
35212303,4765.8
35212304,17977.7
35212305,1960000
35212306,4070000
35212307,30030.8
35212308,998461.5
35212309,4495.7
35212310,8157.1
35212311,6042.6
35212312,7773.3
35212313,10816.5
35212314,15046.2
35212315,4892.7
35212316,237619
35212317,16624.1
35212318,3980000
35212319,12397.9
35212320,8981
35212321,2494.9
